"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Arpc5",0.000773528061222903,1.53298662388055,0.21,0.077,1
"Wsb2",0.000791415139165077,1.5356144918918,0.222,0.099,1
"Arhgef12",0.000792709449902888,0.512342891967723,0.852,0.742,1
"Ifi27",0.000833615864662764,1.73544933792022,0.136,0.037,1
"Brinp2",0.00085712431867657,7.44856882935648,0.025,0,1
"Rnft1",0.000876684139259136,1.60655415116872,0.198,0.07,1
"Daam2",0.000880690603898102,1.09767553062933,0.099,0.026,1
"Sipa1l2",0.000906767206938672,1.83732978025323,0.148,0.042,1
"Cd47",0.000908690766788999,0.738345611003572,0.333,0.168,1
"Rpn2",0.000913363670467512,1.1775007882547,0.235,0.094,1
"Gm43569",0.00091462792250434,2.04546438280487,0.062,0.01,1
"Gbp2",0.000914902852331207,2.70675230151584,0.049,0.004,1
"Cr1l",0.000928586232440023,1.07404304132985,0.37,0.207,1
"Tut7",0.000930573611101537,0.994051507982464,0.407,0.223,1
"D16Ertd472e",0.000942107245902636,3.29011179907187,0.049,0.004,1
"Spire1",0.000968082614696291,1.0303303874592,0.37,0.192,1
"Vsig10",0.000974772987746155,1.56650633974742,0.123,0.034,1
"Fgd5",0.00100824938723587,0.150871280673262,0.074,0.027,1
"Pard3bos3",0.0010102170175771,3.09504658424601,0.062,0.007,1
"Tle4",0.00101510408661289,0.856596519030397,0.457,0.292,1
"Atoh8",0.00102319268643729,3.97696362736173,0.037,0.002,1
"Syngr2",0.00103409363458718,2.11340622426084,0.123,0.03,1
"mt-Nd1",0.00105360128737083,0.427945343804102,0.951,0.9,1
"Tapbp",0.00106842146852093,1.89381010905816,0.148,0.043,1
"Osbpl9",0.00109138940412437,0.261439921880299,0.926,0.775,1
"Gde1",0.00109929412454061,1.37432877480699,0.185,0.103,1
"Fermt2",0.00112443166985619,0.811960578303917,0.543,0.37,1
"Gpc1",0.00112865207105746,3.27236844671766,0.062,0.007,1
"Zzef1",0.00114956065036572,0.735680174117795,0.481,0.367,1
"Nupl2",0.00117535579540295,0.51238812682323,0.025,0.052,1
"Tm6sf1",0.00123190312302869,2.12325627218561,0.062,0.009,1
"AU017674",0.00124572198371289,5.88173427198179,0.025,0,1
"Ngb",0.00126815357279054,5.29017605489135,0.025,0,1
"Vamp4",0.00128471901287185,1.26082266777125,0.259,0.113,1
"Crlf2",0.00129812599423444,3.04680706593518,0.049,0.004,1
"Gm39090",0.001303800536223,3.64565146567778,0.049,0.004,1
"Mcm3ap",0.00135610538654166,1.50759248544963,0.198,0.073,1
"Trim12a",0.00137353360772933,1.68845231474535,0.136,0.038,1
"Prickle2",0.00138201256350241,1.33115006186882,0.111,0.029,1
"Fndc5",0.00139285747738624,4.57928889330156,0.037,0.002,1
"Pdp1",0.00141323172344871,2.47169799876423,0.062,0.008,1
"Foxl1",0.00141437158442254,6.64805680686782,0.025,0,1
"Gm42889",0.00142508150907161,2.40349774212518,0.062,0.008,1
"Gm19395",0.00144950061945001,5.83766205629672,0.025,0,1
"Fancc",0.00146642767515889,1.35194191325495,0.284,0.134,1
"Bmpr1a",0.00147635346367231,0.755485083315087,0.543,0.381,1
"Ttc3",0.00147704848578378,0.676940641437002,0.506,0.313,1
"Amigo2",0.0014848020860647,4.47934450916194,0.037,0.002,1
"Sp4",0.00149028397137194,1.11918308941536,0.235,0.098,1
"Lamp1",0.00149272849799719,0.690200475181504,0.531,0.335,1
"Pkia",0.00149611443809814,1.02541334866023,0.321,0.159,1
"Etl4",0.0014993336070369,0.554835190698774,0.469,0.28,1
"Slc3a2",0.00150232186717992,1.03795212655094,0.272,0.124,1
"Cnksr3",0.00156756842369736,0.801746113839289,0.333,0.174,1
"Abca5",0.00158827926276982,1.54554669503577,0.198,0.081,1
"Tent2",0.00158914124696989,0.826213667011257,0.481,0.312,1
"Gm36251",0.00159804168948651,5.39438252709163,0.025,0,1
"Ets1",0.00160119654492402,0.37811885149327,0.123,0.047,1
"Cyp2s1",0.0016320462903764,2.72495038753481,0.074,0.011,1
"Zc3hav1",0.00164019819749844,1.7346119278224,0.16,0.052,1
"Yipf1",0.0016429930580381,1.13247245095926,0.247,0.107,1
"Dubr",0.00164524659737133,1.95412574513985,0.062,0.01,1
"Gm50232",0.00168616128926146,1.40993939890831,0.074,0.018,1
"Vps13a",0.00176528598491978,0.395007554555009,0.864,0.778,1
"Atg101",0.00185379308198412,2.7763059563805,0.062,0.014,1
"Mob2",0.00188662645856225,1.30237261366915,0.272,0.14,1
"Hmbs",0.00189468829999104,1.83589899115259,0.074,0.015,1
"Nxpe4",0.00189650934879959,2.42971841814087,0.074,0.012,1
"Cyp27a1",0.00189930001067727,0.645460599500275,0.235,0.112,1
"E2f3",0.00190017957542938,1.83328281865555,0.16,0.058,1
"Gm45509",0.00190659768576534,3.19646690934144,0.049,0.01,1
"Tmed3",0.00192973762265045,1.53905158254702,0.086,0.021,1
"Glt8d1",0.00194768950006695,0.960190903631877,0.259,0.119,1
"Entpd1",0.0019875861612465,1.71637536682633,0.099,0.023,1
"Eml6",0.00199755026768304,0.618224365784953,0.432,0.257,1
"Gdpd3",0.0019997147169245,2.02020403841149,0.049,0.024,1
"Yaf2",0.00200370943707904,1.19905328702107,0.272,0.14,1
"Selenof",0.00200548464851096,1.11706445117682,0.296,0.146,1
"Ggt5",0.00200574574866804,1.56951537665998,0.062,0.011,1
"Blm",0.00200606977030883,2.79807084716565,0.086,0.016,1
"Mylk",0.00219651685611299,0.497881653184488,0.481,0.296,1
"Sema3f",0.00230509923654682,1.8103717843623,0.062,0.011,1
"Boc",0.00230981384437661,1.50623173026318,0.099,0.025,1
"Sowahc",0.00244304839653428,3.41230500209657,0.049,0.008,1
"Gab3",0.00246054291618447,1.30419816925929,0.074,0.018,1
"Dusp3",0.00247874612183594,2.00027384495218,0.123,0.034,1
"Slx1b",0.00253294811414839,0.993930659545461,0.086,0.028,1
"Mlf1",0.00256931648804894,5.08664627893186,0.025,0.001,1
"Prkci",0.00258677302200917,1.34680711579167,0.235,0.106,1
"Ptprd",0.00260997215280897,0.108749302685768,1,0.931,1
"Slc25a24",0.00261226052655748,2.88453968642352,0.049,0.005,1
"Lpcat2",0.00262091346216874,4.17534749774991,0.037,0.002,1
"B230219D22Rik",0.00263122948408105,0.597498452832231,0.222,0.113,1
"Lingo1",0.00266005096101431,5.68706911624654,0.025,0,1
"Ccdc88a",0.00267092246595813,1.02204489011688,0.259,0.121,1
"Ccdc122",0.00271359294103824,2.21650757690775,0.111,0.029,1
"Tead1",0.00273143824351021,0.450427516197889,0.827,0.659,1
"Ehd4",0.00277152154415906,1.03810349400637,0.111,0.034,1
"Gnai2",0.0027742741565471,1.32553655505517,0.198,0.077,1
"Ccni",0.00289509430206178,0.126038799949313,0.099,0.153,1
"Itprip",0.00298910699660043,2.12944399773651,0.049,0.007,1
"Nedd9",0.00301420067738393,0.785806583543603,0.42,0.247,1
"Suco",0.00304449799738248,0.881691824828268,0.383,0.216,1
"Tmem202",0.00304811563360391,3.68599874904575,0.025,0.001,1
"Prkar2a",0.00304879209877039,1.24058201348247,0.259,0.125,1
"Abcc5",0.0030692665105738,0.945330244313044,0.395,0.232,1
"Diaph2",0.00308796368155813,0.48356286822946,0.741,0.636,1
"Cbx8",0.00313438394603538,3.37382772721164,0.049,0.005,1
"Pttg1ip",0.00316599765023104,0.795444155258922,0.284,0.144,1
"Actr3",0.00318085904469088,0.736437337658467,0.346,0.189,1
"A530072M11Rik",0.00318811000200785,2.33230095830577,0.099,0.026,1
"Mpzl1",0.00321893737695125,1.3816003205779,0.16,0.056,1
"Zfp277",0.00323040986550995,0.89944638801937,0.383,0.22,1
"Sbf2",0.00326090781723058,0.564045375108297,0.716,0.601,1
"Ddit4",0.00327713674397149,2.88736291288658,0.049,0.005,1
"Usp46",0.00329928290953338,1.15802072948011,0.272,0.132,1
"Nectin2",0.00334609596571985,2.0025279225304,0.123,0.037,1
"Tmem115",0.00335225783392764,2.06096388787686,0.074,0.015,1
"Gm42829",0.00336263615956465,4.77975591903846,0.025,0.002,1
"Snta1",0.00336322833285796,0.805295684471207,0.346,0.188,1
"Rprd1a",0.00342536063007392,0.953443662621633,0.346,0.211,1
"Mib1",0.00347790696591784,0.701006009243238,0.543,0.391,1
"F2r",0.00348535807885964,1.6481303472808,0.086,0.021,1
"Mt1",0.00348893572849665,1.04003157361683,0.173,0.071,1
"Pip4k2a",0.00349935350038004,0.989809624655936,0.198,0.081,1
"Tspan12",0.00350108728751553,0.989358523398926,0.16,0.063,1
"Hnmt",0.00357088858934169,1.23810745135323,0.037,0.039,1
"A230072C01Rik",0.00357342387136286,0.610559013603574,0.086,0.035,1
"Loxl2",0.00362090054408042,4.28472367895238,0.037,0.002,1
"5830408C22Rik",0.00362914498896893,4.73019102770123,0.037,0.003,1
"Tnfsf12",0.00363734506433188,1.75788786924029,0.099,0.025,1
"Teddm3",0.00366788037797655,10.8311041949483,0.012,0,1
"Gm43021",0.00366788037799979,11.2736035027459,0.012,0,1
"Gm44258",0.00366788037799979,11.1964623312131,0.012,0,1
"Gm4640",0.00366788037799979,9.97649250183192,0.012,0,1
"Ighv1-18",0.00366788037799983,9.93051044817332,0.012,0,1
"Ighv6-3",0.00366788037799983,9.93051044817332,0.012,0,1
"Gm3486",0.00366788037800094,9.56843796707389,0.012,0,1
"4933426K07Rik",0.00366788037800094,9.96802009197644,0.012,0,1
"Gm49898",0.00366788037800096,10.3935683296821,0.012,0,1
"Gm12371",0.00366788037800096,9.97884488777076,0.012,0,1
"Gm47658",0.00366788037800096,9.94169860972013,0.012,0,1
"5430421F17Rik",0.00366788037800098,10.1590648362221,0.012,0,1
"BB014433",0.00366788037800099,10.8108855842408,0.012,0,1
"Gm47127",0.003667880378001,10.0295104944102,0.012,0,1
"Pald1",0.00368682207631585,1.55200341026606,0.062,0.013,1
"Vdac2",0.00382570995415537,1.11724672624579,0.284,0.152,1
"Ywhaq",0.00382709256555271,0.954760883305188,0.358,0.198,1
"Pkp2",0.00387772857375905,1.13374177501761,0.284,0.161,1
"Necab3",0.00388686280279536,5.70795373950344,0.025,0.001,1
"Egfl7",0.00389210047445954,0.630819492982674,0.074,0.023,1
"Tpd52",0.00394792703543547,0.92444393665248,0.321,0.216,1
"Rilpl1",0.00396274059800083,1.82752143068078,0.123,0.036,1
"Zc3h12b",0.00400310631160667,1.34641833738469,0.185,0.072,1
"Pacs2",0.00401226366921955,1.29159808449748,0.21,0.109,1
"Eva1b",0.00403561947305728,1.89852746742367,0.086,0.019,1
"Atp6v0e",0.00404066665190753,0.396779039700079,0.272,0.161,1
"Herc6",0.00414362179107828,1.21060687481741,0.173,0.065,1
"Hoxa10",0.00418764898546734,0.847849517697334,0.136,0.056,1
"Prr12",0.00419823660182326,1.69060185671273,0.123,0.037,1
"Tbl1x",0.00420910917425314,0.600397702656392,0.519,0.339,1
"mt-Nd2",0.00422227480576831,0.416904536712746,0.889,0.832,1
"Sec16b",0.00432448718001866,2.34953634909031,0.074,0.014,1
"Tex261",0.00444036384489325,1.34955190776513,0.148,0.053,1
"Tubb2b",0.0044541562728082,3.06353546126785,0.037,0.003,1
"Hgsnat",0.00451469725527926,1.20310013905499,0.198,0.081,1
"Fam172a",0.00469911275860927,0.438312764275318,0.728,0.576,1
"Cers4",0.00470307228487885,1.21397645224108,0.086,0.026,1
"Tgtp2",0.00471471138216212,2.99118989413837,0.037,0.003,1
"Eps15",0.0047176976527855,0.817935193619514,0.42,0.277,1
"Gm49969",0.00473828060725032,3.37362856553917,0.037,0.003,1
"Crtc1",0.00474844722507157,1.83928245822733,0.148,0.054,1
"Ifngr1",0.00477956136110794,1.61816096650978,0.148,0.056,1
"Tbc1d1",0.00485733000546322,0.213802113925552,0.333,0.211,1
"Trpc3",0.00488663341005031,1.73090584191724,0.062,0.011,1
"Myl12a",0.0049330072642816,1.66919462039016,0.148,0.055,1
"Gna12",0.00494533269550967,0.647066171725869,0.333,0.189,1
"Ostc",0.00496737829856088,1.49976488423862,0.136,0.045,1
"Tmed10",0.00496866414502633,0.986768344634939,0.37,0.217,1
"Prrc1",0.00497482627828059,1.28873813894801,0.21,0.091,1
"Tmem159",0.00498365623306678,1.92350583347423,0.111,0.031,1
"Stt3a",0.00502659014529188,1.10161423525963,0.247,0.116,1
"Stx16",0.00513973630248836,0.792477827273778,0.407,0.3,1
"Ddost",0.00522974357350922,1.41213307094438,0.123,0.041,1
"Poglut3",0.00523337494070908,1.8791226557617,0.099,0.025,1
"Ankrd12",0.00529901412782639,0.544156749308256,0.654,0.501,1
"Usp53",0.00532963872389183,0.746860524046439,0.407,0.247,1
"Gm17234",0.00537737502926929,5.95416361308479,0.025,0.001,1
"Ei24",0.0054075534661116,1.46257710572286,0.173,0.068,1
"Ddx1",0.00548876477539356,1.08938655407057,0.21,0.092,1
"Rassf2",0.00549286768451422,2.40189250472749,0.025,0.012,1
"Il18",0.00551624475638105,3.11707358564282,0.049,0.008,1
"Alg2",0.00553361733731829,1.61572654100615,0.062,0.036,1
"Gm26621",0.00557471480540636,1.7782923703469,0.123,0.047,1
"mt-Nd4l",0.00567881721181698,0.69547862967703,0.333,0.186,1
"Snrpc",0.00569312812045151,1.64794841807311,0.099,0.027,1
"Gnao1",0.00569596680925472,2.05226467743231,0.062,0.011,1
"Rbm12b1",0.00570123540244495,1.48838762154004,0.086,0.024,1
"Inhbb",0.00579398090012901,3.59800013637865,0.037,0.003,1
"D130009I18Rik",0.00581064494656129,1.43904469653567,0.173,0.067,1
"Vopp1",0.00583146214401733,2.08457588281843,0.086,0.02,1
"Arhgap12",0.0059081271516882,0.72310522103401,0.432,0.317,1
"Dusp14",0.00592129671646329,1.80765679916608,0.012,0.012,1
"Dpf3",0.00593796849188143,0.95354000398901,0.333,0.206,1
"Gna11",0.0059472909367031,0.802533706185168,0.049,0.06,1
"Adprh",0.00604848819038606,2.42219713467576,0.062,0.01,1
"Galc",0.00605862127946596,0.997241132288493,0.333,0.203,1
"Rarb",0.00613875845182237,0.566485568161588,0.198,0.096,1
"Uck2",0.0062056287830293,1.76592814953999,0.123,0.038,1
"Arhgap44",0.00629711899765261,1.16676568002575,0.136,0.05,1
"Gpsm2",0.00634731416613373,2.56513376198777,0.074,0.016,1
"Rab6a",0.0064731872133876,0.576476387886807,0.358,0.214,1
"Scel",0.00649889449842018,2.02759677363492,0.099,0.031,1
"Stt3b",0.0065108088987103,0.774637853560725,0.457,0.305,1
"Thap2",0.00651559071593513,1.09859434605732,0.284,0.147,1
"Mlkl",0.00652582687292549,2.92638516139597,0.049,0.006,1
"Sync",0.00660082428759967,3.97472623443125,0.037,0.003,1
"Mast2",0.00660343313337094,0.936682546368753,0.383,0.26,1
"Trir",0.00671511556652892,1.38448804471388,0.185,0.078,1
"Xbp1",0.00677818488436925,0.954870319224285,0.235,0.112,1
"Osbpl5",0.0067793922289455,1.47311319705688,0.16,0.061,1
"Zfp366",0.00680729501080963,0.978727910114542,0.062,0.015,1
"Tbc1d22a",0.00686784208993791,1.00429299006565,0.309,0.18,1
"Gm47591",0.00688618113798778,3.96174903875278,0.037,0.003,1
"Meig1",0.00693048930630014,7.66642066299036,0.012,0,1
"Gm49464",0.00693048930633829,7.87243503838492,0.012,0,1
"Gm31784",0.00693048930634764,7.81779864262529,0.012,0,1
"D930019O06Rik",0.00693048930634769,8.07797763769272,0.012,0,1
"Gm13817",0.00693048930634897,7.70754941029651,0.012,0,1
"Krt82",0.00693048930634975,8.04864047895888,0.012,0,1
"Zfp683",0.00693048930635945,7.63917294311669,0.012,0,1
"Psg28",0.00693048930636063,7.16056613087965,0.012,0,1
"Gm49448",0.00693048930637165,9.05838287556714,0.012,0,1
"Gm36694",0.00693048930637407,7.64556947696526,0.012,0,1
"Gm37855",0.00693048930637428,7.32903126015728,0.012,0,1
"Gm17171",0.00693048930638356,7.31162403996733,0.012,0,1
"Calcb",0.00693048930638524,8.17969492262519,0.012,0,1
"Prr29",0.00693048930638524,6.55542230432032,0.012,0,1
"Smim41",0.00693048930638524,7.50933313391529,0.012,0,1
"Gm11494",0.00693048930638528,8.1721228219065,0.012,0,1
"Gm29686",0.00693048930639309,7.04333150198805,0.012,0,1
"Gm47781",0.00693048930639309,8.43233794975734,0.012,0,1
"Ccdc172",0.00693048930639347,6.97649224538155,0.012,0,1
"Gm35998",0.00693048930639808,7.42019136137564,0.012,0,1
"Cel",0.00693048930643593,7.49359651324896,0.012,0,1
"Gm35363",0.00693048930643598,8.42728501495892,0.012,0,1
"Ddr1",0.00696676134181449,1.01935865236038,0.259,0.129,1
"Cyp26a1",0.00697756158071331,3.77606493310094,0.037,0.003,1
"Nup50",0.00702553193247462,1.5925129170762,0.148,0.07,1
"Elmo2",0.00712682711206652,1.80274126179601,0.111,0.042,1
"Extl3",0.00720035964579654,1.47386770863746,0.185,0.089,1
"Npepl1",0.00724844453938435,1.42346956427198,0.173,0.071,1
"P2rx4",0.00726868458819671,0.834289948084206,0.247,0.124,1
"Ric8b",0.00728390521392389,0.907652796813391,0.222,0.174,1
"Fam118b",0.00736312519695596,0.468896320488747,0.173,0.09,1
"Tssc4",0.00739953295870764,2.24571550158438,0.086,0.022,1
"Slc29a1",0.0074506581111582,1.6131102069565,0.086,0.022,1
"Accs",0.0074648422148983,0.557177517952613,0.012,0.028,1
"Mthfs",0.00751522173965444,0.934255969813898,0.272,0.139,1
"Fam13c",0.00752792979480417,1.67111862941054,0.111,0.033,1
"Ppib",0.00755563955203352,0.742021083833999,0.284,0.153,1
"Gadd45b",0.00757576407613574,2.92858627967182,0.037,0.004,1
"Tmem184c",0.00761834060540479,1.82090121707732,0.099,0.027,1
"Ddx5",0.00772033082345872,0.354885081292731,0.938,0.883,1
"Mpg",0.00779387418319997,0.828631156113851,0.025,0.033,1
"Cadm2",0.00781961702627859,1.33483974597595,0.173,0.069,1
"Efemp2",0.00782155654526373,1.28848015181411,0.025,0.004,1
"Spidr",0.00786016119233548,0.423908297037317,0.272,0.158,1
"Gm35853",0.00786290052793469,2.43007715501194,0.049,0.007,1
"Gm32856",0.00799413516759827,2.6610235850882,0.062,0.011,1
"Gm4841",0.0080344821357745,5.06263059212145,0.025,0.001,1
"Slc48a1",0.00805111041711681,1.48056194605194,0.148,0.055,1
"Mtch1",0.00807454320801863,1.01115589554291,0.16,0.068,1
"Atg4a",0.00808060312560492,1.51465946605017,0.136,0.066,1
"Pdrg1",0.00808164993888992,2.06347185410772,0.074,0.027,1
"Ptprb",0.00818964156959219,0.448526281141625,0.123,0.047,1
"Arhgdia",0.0082217325080432,2.0526125911998,0.074,0.028,1
"Aurka",0.00825515572159009,4.45243728659449,0.025,0.001,1
"Mfsd8",0.00828280636004982,1.62048711806926,0.136,0.051,1
"Bmi1",0.00830509687901661,1.67401001650896,0.099,0.027,1
"Srrm4",0.00832017445305331,4.54580846901383,0.025,0.001,1
"Cpd",0.00835039700962902,0.953428007955928,0.321,0.186,1
"Exoc3l2",0.0083580148343839,0.719695930311833,0.086,0.028,1
"Gbp7",0.00837325288036479,1.85583569533972,0.111,0.034,1
"Tmem98",0.00840446610915188,3.03913463076513,0.037,0.004,1
"Apaf1",0.00848992694364896,1.36351382599311,0.148,0.055,1
"Serpinb9",0.00856591227613747,1.9695991904525,0.049,0.008,1
"Heatr5a",0.00857193707267489,1.17646879184756,0.235,0.121,1
"Parp12",0.00857368949956828,1.6394223528727,0.111,0.034,1
"P3h2",0.00860207956117047,0.332665088367152,0.889,0.813,1
"Tomm20",0.00872074097231841,1.08610186423464,0.259,0.156,1
"Gm19299",0.00892212497957494,4.8356759545275,0.025,0.001,1
"Nsun3",0.00911030055414755,0.346837360522634,0.049,0.077,1
"Calcrl",0.00916590667373678,0.27604993284033,0.111,0.044,1
"Lpar1",0.00925577983706367,1.60222472143373,0.099,0.028,1
"9930012K11Rik",0.00935718968009676,5.13145470540557,0.025,0.001,1
"Klhdc8b",0.00941703819735098,1.92331752560626,0.099,0.028,1
"Kifap3",0.00942102603383889,0.540204378494681,0.321,0.192,1
"Orc6",0.00948612841818992,1.19243624986831,0.086,0.028,1
"Btbd9",0.00948647136364394,0.47537863593367,0.654,0.556,1
"Lmbrd1",0.00952925021013466,0.757204365120557,0.383,0.231,1
"Vamp2",0.0096280110098936,1.37876070585127,0.16,0.063,1
"Glmp",0.00969524219301919,0.989301707705081,0.062,0.054,1
"Ywhah",0.00970278316577909,1.60430043104963,0.099,0.028,1
"Aff1",0.00977018557752861,0.598341355112192,0.642,0.49,1
"Lipc",0.00981526774393294,3.61710995137593,0.037,0.003,1
"Serpinh1",0.00982915732128838,1.34845715505394,0.111,0.037,1
"Atp13a1",0.00984308364505737,0.350129828179119,0.049,0.074,1
"Kif5b",0.00985949472387647,0.73915789717113,0.506,0.362,1
"Iqgap1",0.00991210679105154,0.808843634822712,0.333,0.191,1
"Tpm4",0.0099721854561299,1.29598206179758,0.086,0.027,1
"Sap18",0.0100297774242136,1.67509855459638,0.111,0.048,1
"Hoxc5",0.0100488857409308,1.59288506950103,0.111,0.034,1
"1500015L24Rik",0.0100720406090331,4.85556085670518,0.025,0.001,1
"Epha2",0.0100875545203741,2.52862298598151,0.049,0.007,1
"Fosl2",0.0101756881675584,2.07961471527532,0.086,0.026,1
"Atp6v0a1",0.0102216948873971,0.856638598906559,0.309,0.172,1
"Lims1",0.0102521531281067,0.764610198709717,0.42,0.274,1
"Glp1r",0.010269006796803,7.50615458866677,0.012,0,1
"Gm13990",0.0102690067968084,6.06235498284706,0.012,0,1
"Gm10631",0.0102690067968103,5.74827498425764,0.012,0,1
"4921513I03Rik",0.0102690067968251,7.88202594042881,0.012,0,1
"Gm16497",0.0102690067968251,5.78152944476937,0.012,0,1
"Gm49126",0.010269006796828,6.77201551974736,0.012,0,1
"Prss16",0.0102690067968323,6.38367622247285,0.012,0,1
"Gm45004",0.0102690067968339,6.84031628590447,0.012,0,1
"Gm15759",0.010269006796834,6.56216974362543,0.012,0,1
"Gm38335",0.0102690067968356,7.01677707388805,0.012,0,1
"Insl5",0.0102690067968521,7.7827574287373,0.012,0,1
"Ndp",0.0102690067968559,8.15598575209107,0.012,0,1
"Gm4128",0.0102690067968577,6.73479679316599,0.012,0,1
"Acta1",0.0102690067968594,7.67604963535036,0.012,0,1
"Dlx6",0.0102690067968597,7.67200621826914,0.012,0,1
"2010110K18Rik",0.0102690067968599,8.10209267449595,0.012,0,1
"Xkr7",0.0102690067968629,7.07891727596099,0.012,0,1
"Gm13522",0.0102690067968847,7.43434738890584,0.012,0,1
"Tmem121b",0.0102690067968892,8.1491265178599,0.012,0,1
"4930478L05Rik",0.0102690067968907,6.70840026469859,0.012,0,1
"Gm15017",0.0102690067969103,7.408443004333,0.012,0,1
"Anxa4",0.0103347392271209,1.16112077008488,0.198,0.088,1
"Nap1l1",0.0103515900265353,1.03505673622866,0.296,0.171,1
"H2-T23",0.010364816720208,1.98423018824376,0.099,0.028,1
"Ldah",0.0104082950112956,0.886900265957119,0.346,0.206,1
"Mospd2",0.0105059079592842,0.77348216433537,0.16,0.073,1
"Lncppara",0.0105799294286614,0.773236929691258,0.432,0.275,1
"Gsdmd",0.0106143423664021,3.24139806198646,0.037,0.003,1
"Pigt",0.010645476190229,1.64896958735591,0.123,0.043,1
"Tle1",0.0107801771383207,0.522286350493661,0.173,0.086,1
"Qpctl",0.0109112746137792,2.6463176434178,0.062,0.011,1
"H2-Q4",0.0109483561303357,1.08779425808976,0.074,0.023,1
"Trp53bp2",0.0110185133842739,0.302988337518018,0.407,0.272,1
"Gm3055",0.0110486925358738,2.03402822346289,0.037,0.006,1
"Dip2b",0.0111345306900575,0.178990294029968,0.37,0.259,1
"Gm37724",0.0111621802943368,4.33943798692701,0.025,0.001,1
"Cic",0.0112939564856197,1.8496972988324,0.111,0.037,1
"6430548M08Rik",0.0115805008902603,1.98850779253692,0.062,0.013,1
"Pex10",0.0116065948220674,2.38161437032546,0.074,0.019,1
"Nptn",0.0116828791257019,0.287079458777718,0.432,0.296,1
"Fzd5",0.0118726419796225,1.39164258803303,0.074,0.021,1
"Gm28875",0.0119855723918893,3.00468830665362,0.049,0.007,1
"Tmed2",0.0121698646376204,0.901974389035972,0.259,0.135,1
"Kctd11",0.0122402314035521,4.95818746896107,0.025,0.002,1
"Prkca",0.0123103032277846,0.285202123131108,0.494,0.345,1
"Anxa7",0.0124982631972569,1.11358047709539,0.247,0.134,1
"Spata13",0.0125354428286826,0.372245530585223,0.481,0.333,1
"Hrh2",0.0125910515569118,4.88974769591127,0.025,0.001,1
"Pdgfb",0.012611994634466,1.94780271703841,0.086,0.03,1
"Ttc13",0.0126123852720359,1.23602616650927,0.185,0.096,1
"Slc43a3",0.012675135686096,0.417158226569502,0.086,0.035,1
"Trmt11",0.0126927224094733,1.02297583941638,0.222,0.108,1
"Plvap",0.0127425304260125,0.89146612903032,0.111,0.04,1
"C9orf72",0.0128290413933228,1.20891700952464,0.123,0.045,1
"Zc3h7a",0.0128572129941255,0.748861275950822,0.395,0.293,1
"Cog3",0.0128681195455532,0.721820680387749,0.333,0.195,1
"Selenow",0.0129431757265896,1.62588275652137,0.086,0.026,1
"Gm6277",0.01295790060308,1.87971305863557,0.062,0.013,1
